type vertexCount density time
sp 500 0.01 15280000
mst 500 0.05 70800000
sp 500 0.05 64000000
mst 500 0.05 69000000
sp 500 0.05 73600000
mst 500 0.05 93800000
sp 500 0.05 107200000
mst 500 0.05 86200000
sp 500 0.05 82200000
mst 500 0.05 84800000
sp 500 0.05 68600000
mst 500 0.05 78000000
sp 500 0.05 73000000
mst 500 0.05 111800000
sp 500 0.05 111000000
mst 500 0.05 146000000
sp 500 0.05 123200000
mst 500 0.05 82400000
sp 500 0.05 69000000
mst 500 0.05 75000000
sp 500 0.05 70600000
mst 500 0.1 153600000
sp 500 0.1 134200000
mst 500 0.1 151600000
sp 500 0.1 179600000
mst 500 0.1 226800000
sp 500 0.1 237400000
mst 500 0.1 162800000
sp 500 0.1 145400000
mst 500 0.1 145600000
sp 500 0.1 184000000
mst 500 0.1 140600000
sp 500 0.1 147000000
mst 500 0.1 123800000
sp 500 0.1 132400000
mst 500 0.1 145400000
sp 500 0.1 193800000
mst 500 0.1 178800000
sp 500 0.1 169000000
mst 500 0.1 174600000
sp 500 0.1 184800000
mst 500 0.5 1554400000
sp 500 0.5 1369800000
mst 500 0.5 1645600000
sp 500 0.5 2630800000
mst 500 0.5 1669800000
sp 500 0.5 1977400000
mst 500 0.5 1865200000
sp 500 0.5 1505400000
mst 500 0.5 1349400000
sp 500 0.5 1698000000
mst 500 0.5 1652000000
sp 500 0.5 1971200000
mst 500 0.5 1991400000
sp 500 0.5 2451400000
mst 500 0.5 1641200000
sp 500 0.5 1677800000
mst 500 0.5 2056600000
sp 500 0.5 1594200000
mst 500 0.5 2332000000
sp 500 0.5 2033200000
mst 500 1 4121200000
sp 500 1 3333200000
mst 500 1 4359800000
sp 500 1 4424000000
mst 500 1 3391400000
sp 500 1 3917600000
mst 500 1 6141400000
sp 500 1 3296800000
mst 500 1 4171600000
sp 500 1 4291200000
mst 500 1 3940000000
sp 500 1 6361800000
mst 500 1 3950200000
sp 500 1 3237200000
mst 500 1 6325200000
sp 500 1 5527800000
mst 500 1 4257800000
sp 500 1 3358000000
mst 500 1 4884400000
sp 500 1 3002000000
mst 1000 0.01 133800000
sp 1000 0.01 132200000
mst 1000 0.01 143200000
sp 1000 0.01 127800000
mst 1000 0.01 104200000
sp 1000 0.01 136600000
mst 1000 0.01 122800000
sp 1000 0.01 105600000
mst 1000 0.01 104000000
sp 1000 0.01 115000000
mst 1000 0.01 128400000
sp 1000 0.01 110200000
mst 1000 0.01 152800000
sp 1000 0.01 141600000
mst 1000 0.01 114200000
sp 1000 0.01 118000000
mst 1000 0.01 120200000
sp 1000 0.01 112200000
mst 1000 0.01 146600000
sp 1000 0.01 142800000
mst 1000 0.05 737600000
sp 1000 0.05 658200000
mst 1000 0.05 718600000
sp 1000 0.05 903600000
mst 1000 0.05 586400000
sp 1000 0.05 576200000
mst 1000 0.05 705200000
sp 1000 0.05 696000000
mst 1000 0.05 604800000
sp 1000 0.05 591600000
mst 1000 0.05 579000000
sp 1000 0.05 821600000
mst 1000 0.05 745600000
sp 1000 0.05 602400000
mst 1000 0.05 826200000
sp 1000 0.05 704600000
mst 1000 0.05 610000000
sp 1000 0.05 608800000
mst 1000 0.05 541000000
sp 1000 0.05 498400000
mst 1000 0.1 2885800000
sp 1000 0.1 2821400000
mst 1000 0.1 3813600000
sp 1000 0.1 3693600000
mst 1000 0.1 1918200000
sp 1000 0.1 1936200000
mst 1000 0.1 3596400000
sp 1000 0.1 2943400000
mst 1000 0.1 2558000000
sp 1000 0.1 2166000000
mst 1000 0.1 2868800000
sp 1000 0.1 2811400000
mst 1000 0.1 3719400000
sp 1000 0.1 2652800000
mst 1000 0.1 2799800000
sp 1000 0.1 2328000000
mst 1000 0.1 1993400000
sp 1000 0.1 2177600000
mst 1000 0.1 2633200000
sp 1000 0.1 2576800000
mst 1000 0.5 22640800000
sp 1000 0.5 17163400000
mst 1000 0.5 21894600000
sp 1000 0.5 23542400000
mst 1000 0.5 18107800000
sp 1000 0.5 18786400000
mst 1000 0.5 15606200000
sp 1000 0.5 20108600000
mst 1000 0.5 14689600000
sp 1000 0.5 12185800000
mst 1000 0.5 14554600000
sp 1000 0.5 16351000000
mst 1000 0.5 17617200000
sp 1000 0.5 18154200000
mst 1000 0.5 18301000000
sp 1000 0.5 23867800000
mst 1000 0.5 21141800000
sp 1000 0.5 23631200000
mst 1000 0.5 16549400000
sp 1000 0.5 17554800000
mst 1000 1 52009400000
sp 1000 1 49528000000
mst 1000 1 41319000000
sp 1000 1 37475000000
mst 1000 1 49696000000
sp 1000 1 48427200000
mst 1000 1 39924200000
sp 1000 1 48491400000
mst 1000 1 46039400000
sp 1000 1 45834800000
mst 1000 1 65309000000
sp 1000 1 47476200000
mst 1000 1 40195600000
sp 1000 1 35784400000
mst 1000 1 40490600000
sp 1000 1 42362200000
mst 1000 1 54246200000
sp 1000 1 49510600000
mst 1000 1 43404400000
sp 1000 1 47991400000
